Data,Species,ProBiomassInitial,Deployed,Sampled,Quadrant,Week,Block,Location,ProDivTrtType,ProDivTrtRich,ProDivTrtID,CfBiomass,GtBiomass,GvBiomass,GgBiomass,ProBiomass,Amphipods,Bivalves,Caprellids,Gastropods,Isopods,Megalopae,NonXanthidCrabs,Polychaetes,Pycnogonids,Shrimps,XanthidCrabs,Others,ConAbund,ConBiomass,ConDivRich
Sum,All,15,6/14/12,7/13/12,4,4,24,18,Poly,3,NM,8.67,1.16,NA,1.92,11.75,13,0,0,37,0,0,0,1,0,0,1,0,52,0.18,4
Part,Cf,5,6/14/12,7/13/12,4,4,25,24,Poly,3,NM,1.52,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/13/12,4,4,25,24,Poly,3,NM,NA,12.52,NA,NA,12.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,25,24,Poly,3,NM,NA,NA,NA,6.84,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,25,24,Poly,3,NM,1.52,12.52,NA,6.84,20.88,83,1,7,64,2,0,0,8,2,0,0,0,167,0.172,7
Part,Cf,5,6/14/12,7/13/12,4,4,26,25,Poly,3,IM,7.51,NA,NA,NA,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/13/12,4,4,26,25,Poly,3,IM,NA,NA,9.82,NA,9.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,26,25,Poly,3,IM,NA,NA,NA,3.51,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,26,25,Poly,3,IM,7.51,NA,9.82,3.51,20.84,16,0,1,84,5,0,0,5,0,0,0,0,111,0.29,5
Part,Cf,5,6/14/12,7/13/12,4,4,27,4,Poly,3,IM,1.65,NA,NA,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/13/12,4,4,27,4,Poly,3,IM,NA,NA,6.3,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,27,4,Poly,3,IM,NA,NA,NA,5.64,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,27,4,Poly,3,IM,1.65,NA,6.3,5.64,13.59,104,1,2,66,0,0,0,3,1,0,0,0,177,0.255,6
Part,Cf,5,6/14/12,7/13/12,4,4,28,14,Poly,3,IM,8.68,NA,NA,NA,8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/13/12,4,4,28,14,Poly,3,IM,NA,NA,14.16,NA,14.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,28,14,Poly,3,IM,NA,NA,NA,6.58,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,28,14,Poly,3,IM,8.68,NA,14.16,6.58,29.42,35,0,1,123,5,0,0,5,0,0,1,0,170,0.399,6
Part,Cf,5,6/14/12,7/13/12,4,4,29,1,Poly,3,IM,15.31,NA,NA,NA,15.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/13/12,4,4,29,1,Poly,3,IM,NA,NA,4.03,NA,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,29,1,Poly,3,IM,NA,NA,NA,5.67,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,29,1,Poly,3,IM,15.31,NA,4.03,5.67,25.01,58,4,10,113,4,0,0,3,0,0,0,0,192,0.387,6
Part,Cf,5,6/14/12,7/13/12,4,4,30,34,Poly,3,IM,11.42,NA,NA,NA,11.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/13/12,4,4,30,34,Poly,3,IM,NA,NA,13.34,NA,13.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,30,34,Poly,3,IM,NA,NA,NA,5.72,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,30,34,Poly,3,IM,11.42,NA,13.34,5.72,30.48,46,1,1,80,2,0,0,7,0,0,0,0,137,0.267,6
Part,Cf,3.75,6/14/12,7/13/12,4,4,31,6,Poly,4,CM,2.17,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/13/12,4,4,31,6,Poly,4,CM,NA,2.84,NA,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/13/12,4,4,31,6,Poly,4,CM,NA,NA,1.64,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/13/12,4,4,31,6,Poly,4,CM,NA,NA,NA,3.71,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,31,6,Poly,4,CM,2.17,2.84,1.64,3.71,10.36,37,1,4,70,3,1,0,2,0,0,0,0,118,0.236,7
Part,Cf,3.75,6/14/12,7/13/12,4,4,32,31,Poly,4,CM,4.43,NA,NA,NA,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/13/12,4,4,32,31,Poly,4,CM,NA,1.24,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/13/12,4,4,32,31,Poly,4,CM,NA,NA,12.2,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/13/12,4,4,32,31,Poly,4,CM,NA,NA,NA,3.35,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,32,31,Poly,4,CM,4.43,1.24,12.2,3.35,21.22,16,1,1,86,2,0,0,0,1,0,0,0,107,0.273,6
Part,Cf,3.75,6/14/12,7/13/12,4,4,33,15,Poly,4,CM,8.59,NA,NA,NA,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/13/12,4,4,33,15,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/13/12,4,4,33,15,Poly,4,CM,NA,NA,2.68,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/13/12,4,4,33,15,Poly,4,CM,NA,NA,NA,4.77,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,33,15,Poly,4,CM,8.59,0,2.68,4.77,16.04,50,2,2,105,3,1,0,2,0,0,0,2,167,0.323,8
Part,Cf,3.75,6/14/12,7/13/12,4,4,34,13,Poly,4,CM,6.15,NA,NA,NA,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/13/12,4,4,34,13,Poly,4,CM,NA,1.04,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/13/12,4,4,34,13,Poly,4,CM,NA,NA,0.15,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/13/12,4,4,34,13,Poly,4,CM,NA,NA,NA,3.06,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,34,13,Poly,4,CM,6.15,1.04,0.15,3.06,10.4,13,2,0,41,1,0,0,4,0,0,0,0,61,0.122,5
Part,Cf,3.75,6/14/12,7/13/12,4,4,35,20,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/13/12,4,4,35,20,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/13/12,4,4,35,20,Poly,4,CM,NA,NA,8.16,NA,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/13/12,4,4,35,20,Poly,4,CM,NA,NA,NA,5.65,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,35,20,Poly,4,CM,0,0,8.16,5.65,13.81,23,1,0,120,2,4,0,2,0,0,0,0,152,0.379,6
Sum,Cf,15,6/21/12,7/19/12,1,5,1,28,Mono,1,Cf,40.26,NA,NA,NA,40.26,5,1,1,93,0,0,0,1,0,0,0,0,101,0.286,5
Sum,Cf,15,6/21/12,7/19/12,1,5,2,26,Mono,1,Cf,24.96,NA,NA,NA,24.96,5,0,1,19,0,0,0,0,0,0,0,0,25,0.066,3
Sum,Cf,15,6/21/12,7/19/12,1,5,3,12,Mono,1,Cf,33.05,NA,NA,NA,33.05,1,0,0,28,0,0,0,0,0,0,0,0,29,0.104,2
Sum,Cf,15,6/21/12,7/19/12,1,5,4,21,Mono,1,Cf,32.98,NA,NA,NA,32.98,0,0,0,59,0,0,0,1,0,0,0,0,60,0.202,2
Sum,Cf,15,6/21/12,7/19/12,1,5,5,33,Mono,1,Cf,22.03,NA,NA,NA,22.03,2,0,0,36,0,0,0,0,0,0,0,0,38,0.097,2
Sum,Gt,15,6/21/12,7/19/12,1,5,6,29,Mono,1,Gt,NA,2.56,NA,NA,2.56,0,0,0,10,0,0,0,1,0,0,0,0,11,0.032,2
Sum,Gt,15,6/21/12,7/19/12,1,5,7,17,Mono,1,Gt,NA,8.87,NA,NA,8.87,3,0,1,48,4,0,0,1,1,0,0,0,58,0.139,6
Sum,Gt,15,6/21/12,7/19/12,1,5,8,3,Mono,1,Gt,NA,15.66,NA,NA,15.66,2,0,0,90,1,0,0,0,0,0,0,0,93,0.314,3
Sum,Gt,15,6/21/12,7/19/12,1,5,9,2,Mono,1,Gt,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gt,15,6/21/12,7/19/12,1,5,10,5,Mono,1,Gt,NA,29.83,NA,NA,29.83,11,0,0,430,4,0,0,1,0,1,1,0,448,1.545,6
Sum,Gv,15,6/21/12,7/19/12,1,5,11,23,Mono,1,Gv,NA,NA,22.22,NA,22.22,1,0,0,142,1,0,0,1,0,1,0,0,146,0.458,5
Sum,Gv,15,6/21/12,7/19/12,1,5,12,11,Mono,1,Gv,NA,NA,29.22,NA,29.22,2,0,0,153,10,0,0,0,0,0,0,0,165,0.539,3
Sum,Gv,15,6/21/12,7/19/12,1,5,13,27,Mono,1,Gv,NA,NA,31.82,NA,31.82,2,0,0,98,8,0,0,0,0,1,0,0,109,0.292,4
Sum,Gv,15,6/21/12,7/19/12,1,5,14,32,Mono,1,Gv,NA,NA,51.9,NA,51.9,5,0,1,107,10,0,0,3,0,1,1,0,128,0.325,7
Sum,Gv,15,6/21/12,7/19/12,1,5,15,19,Mono,1,Gv,NA,NA,27.6,NA,27.6,1,1,0,108,3,0,0,1,0,0,1,0,115,0.401,6
Sum,Gg,15,6/21/12,7/19/12,1,5,16,9,Mono,1,Gg,NA,NA,NA,14.08,14.08,15,3,10,269,0,0,0,11,1,0,0,0,309,0.885,6
Sum,Gg,15,6/21/12,7/19/12,1,5,17,16,Mono,1,Gg,NA,NA,NA,13.28,13.28,20,0,3,181,0,0,0,1,0,0,1,0,206,0.503,5
Sum,Gg,15,6/21/12,7/19/12,1,5,18,22,Mono,1,Gg,NA,NA,NA,10.78,10.78,8,0,2,96,1,0,0,1,1,0,2,0,111,0.377,7
Sum,Gg,15,6/21/12,7/19/12,1,5,19,10,Mono,1,Gg,NA,NA,NA,14.5,14.5,6,1,0,210,0,0,0,5,0,0,0,0,222,0.602,4
Sum,Gg,15,6/21/12,7/19/12,1,5,20,30,Mono,1,Gg,NA,NA,NA,10.68,10.68,20,1,1,170,2,0,0,4,0,0,1,0,199,0.526,7
Part,Cf,5,6/21/12,7/19/12,1,5,21,8,Poly,3,NM,22.18,NA,NA,NA,22.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/21/12,7/19/12,1,5,21,8,Poly,3,NM,NA,0.4,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,21,8,Poly,3,NM,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,21,8,Poly,3,NM,22.18,0.4,NA,0.1,22.68,1,0,0,34,0,0,0,1,0,0,0,0,36,0.116,3
Part,Cf,5,6/21/12,7/19/12,1,5,22,35,Poly,3,NM,14.47,NA,NA,NA,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/21/12,7/19/12,1,5,22,35,Poly,3,NM,NA,15.15,NA,NA,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,22,35,Poly,3,NM,NA,NA,NA,5.87,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,22,35,Poly,3,NM,14.47,15.15,NA,5.87,35.49,1,2,0,123,1,0,0,6,0,0,2,0,135,0.43,6
Part,Cf,5,6/21/12,7/19/12,1,5,23,7,Poly,3,NM,14.88,NA,NA,NA,14.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/21/12,7/19/12,1,5,23,7,Poly,3,NM,NA,0.17,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,23,7,Poly,3,NM,NA,NA,NA,7.75,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,23,7,Poly,3,NM,14.88,0.17,NA,7.75,22.8,10,3,0,123,0,0,0,2,0,0,0,0,138,0.384,4
Part,Cf,5,6/21/12,7/19/12,1,5,24,18,Poly,3,NM,18.69,NA,NA,NA,18.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/21/12,7/19/12,1,5,24,18,Poly,3,NM,NA,0.22,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,24,18,Poly,3,NM,NA,NA,NA,8.33,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,24,18,Poly,3,NM,18.69,0.22,NA,8.33,27.24,8,3,2,118,1,0,0,4,0,0,1,0,137,0.414,7
Part,Cf,5,6/21/12,7/19/12,1,5,25,24,Poly,3,NM,9.94,NA,NA,NA,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/21/12,7/19/12,1,5,25,24,Poly,3,NM,NA,3.72,NA,NA,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,25,24,Poly,3,NM,NA,NA,NA,3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,25,24,Poly,3,NM,9.94,3.72,NA,3.1,16.76,1,0,2,61,2,0,0,1,1,0,0,0,68,0.177,6
Part,Cf,5,6/21/12,7/19/12,1,5,26,25,Poly,3,IM,10.56,NA,NA,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/21/12,7/19/12,1,5,26,25,Poly,3,IM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,26,25,Poly,3,IM,NA,NA,NA,1.88,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,26,25,Poly,3,IM,10.56,NA,0,1.88,12.44,3,0,0,54,0,0,0,0,0,0,0,0,57,0.154,2
Part,Cf,5,6/21/12,7/19/12,1,5,27,4,Poly,3,IM,11.12,NA,NA,NA,11.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/21/12,7/19/12,1,5,27,4,Poly,3,IM,NA,NA,12.65,NA,12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,27,4,Poly,3,IM,NA,NA,NA,7.06,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,27,4,Poly,3,IM,11.12,NA,12.65,7.06,30.83,4,2,0,192,4,0,0,5,0,0,2,0,209,0.774,6
Part,Cf,5,6/21/12,7/19/12,1,5,28,14,Poly,3,IM,8.48,NA,NA,NA,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/21/12,7/19/12,1,5,28,14,Poly,3,IM,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,28,14,Poly,3,IM,NA,NA,NA,3.75,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,28,14,Poly,3,IM,8.48,NA,6,3.75,18.23,0,0,0,131,2,0,0,6,0,0,0,0,139,0.396,3
Part,Cf,5,6/21/12,7/19/12,1,5,29,1,Poly,3,IM,11.62,NA,NA,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/21/12,7/19/12,1,5,29,1,Poly,3,IM,NA,NA,10.84,NA,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,29,1,Poly,3,IM,NA,NA,NA,6.25,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,29,1,Poly,3,IM,11.62,NA,10.84,6.25,28.71,2,1,4,66,3,0,0,5,0,0,0,0,81,0.843,6
Part,Cf,5,6/21/12,7/19/12,1,5,30,34,Poly,3,IM,10.16,NA,NA,NA,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/21/12,7/19/12,1,5,30,34,Poly,3,IM,NA,NA,17.72,NA,17.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/21/12,7/19/12,1,5,30,34,Poly,3,IM,NA,NA,NA,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,30,34,Poly,3,IM,10.16,NA,17.72,4.8,32.68,6,0,2,178,10,0,0,10,0,0,0,0,206,0.66,5
Part,Cf,3.75,6/21/12,7/19/12,1,5,31,6,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/21/12,7/19/12,1,5,31,6,Poly,4,CM,NA,4.07,NA,NA,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/21/12,7/19/12,1,5,31,6,Poly,4,CM,NA,NA,3.78,NA,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/21/12,7/19/12,1,5,31,6,Poly,4,CM,NA,NA,NA,5.23,5.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,31,6,Poly,4,CM,0,4.07,3.78,5.23,13.08,4,3,3,269,2,0,0,5,0,0,1,0,287,1.001,7
Part,Cf,3.75,6/21/12,7/19/12,1,5,32,31,Poly,4,CM,11.03,NA,NA,NA,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/21/12,7/19/12,1,5,32,31,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/21/12,7/19/12,1,5,32,31,Poly,4,CM,NA,NA,7.95,NA,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/21/12,7/19/12,1,5,32,31,Poly,4,CM,NA,NA,NA,4.67,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,32,31,Poly,4,CM,11.03,0,7.95,4.67,23.65,3,2,2,82,0,0,0,2,1,0,0,0,92,0.616,6
Part,Cf,3.75,6/21/12,7/19/12,1,5,33,15,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/21/12,7/19/12,1,5,33,15,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/21/12,7/19/12,1,5,33,15,Poly,4,CM,NA,NA,3.84,NA,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/21/12,7/19/12,1,5,33,15,Poly,4,CM,NA,NA,NA,2.98,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,33,15,Poly,4,CM,0,0,3.84,2.98,6.82,3,1,0,99,0,0,0,1,0,0,0,0,104,0.314,4
Part,Cf,3.75,6/21/12,7/19/12,1,5,34,13,Poly,4,CM,4.88,NA,NA,NA,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/21/12,7/19/12,1,5,34,13,Poly,4,CM,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/21/12,7/19/12,1,5,34,13,Poly,4,CM,NA,NA,7.89,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/21/12,7/19/12,1,5,34,13,Poly,4,CM,NA,NA,NA,4.29,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,34,13,Poly,4,CM,4.88,1,7.89,4.29,18.06,3,1,0,85,1,0,0,4,1,0,0,0,95,0.288,6
Part,Cf,3.75,6/21/12,7/19/12,1,5,35,20,Poly,4,CM,12.38,NA,NA,NA,12.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/21/12,7/19/12,1,5,35,20,Poly,4,CM,NA,2.15,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/21/12,7/19/12,1,5,35,20,Poly,4,CM,NA,NA,6.86,NA,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/21/12,7/19/12,1,5,35,20,Poly,4,CM,NA,NA,NA,4.96,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/21/12,7/19/12,1,5,35,20,Poly,4,CM,12.38,2.15,6.86,4.96,26.35,5,1,1,136,6,0,0,4,0,0,0,0,153,0.429,6
Sum,Cf,15,6/28/12,7/26/12,2,6,1,28,Mono,1,Cf,16.61,NA,NA,NA,16.61,5,0,0,12,0,0,0,0,0,0,0,0,17,0.037,2
Sum,Cf,15,6/28/12,7/26/12,2,6,2,26,Mono,1,Cf,19.64,NA,NA,NA,19.64,8,0,3,16,0,0,0,3,3,0,0,0,33,0.06,5
Sum,Cf,15,6/28/12,7/26/12,2,6,3,12,Mono,1,Cf,21.6,NA,NA,NA,21.6,7,0,0,7,0,0,0,0,0,0,0,0,14,0.029,2
Sum,Cf,15,6/28/12,7/26/12,2,6,4,21,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Cf,15,6/28/12,7/26/12,2,6,5,33,Mono,1,Cf,23.18,NA,NA,NA,23.18,0,0,1,13,0,0,0,0,0,0,0,0,14,0.046,2
Sum,Gt,15,6/28/12,7/26/12,2,6,6,29,Mono,1,Gt,NA,7.09,NA,NA,7.09,26,0,1,24,0,0,0,0,0,0,0,0,51,0.076,3
Sum,Gt,15,6/28/12,7/26/12,2,6,7,17,Mono,1,Gt,NA,7.31,NA,NA,7.31,1,0,1,9,1,0,0,1,1,0,0,0,14,0.022,6
Sum,Gt,15,6/28/12,7/26/12,2,6,8,3,Mono,1,Gt,NA,23.81,NA,NA,23.81,47,0,2,129,5,0,0,0,1,4,0,0,188,0.449,6
Sum,Gt,15,6/28/12,7/26/12,2,6,9,2,Mono,1,Gt,NA,11.89,NA,NA,11.89,23,0,0,57,4,0,0,1,0,0,0,0,85,0.178,4
